id,title,privacy,likes,views,comments,timestamp
4840081,Krispy Kreme Burgers: Weird or Wonderful?,private,142,18753,38,Sat Oct 19 12:22:09 2015
4840082,DRAFT UTIs: Symptoms and Relief,public,50,10994,17,Sun Oct 20 12:22:10 2015
4840083,Baby Blues Genes,private,61,2420,15,Wed Oct 02 12:20:11 2015
4840084,Stopping a Staircase Surfer,private,146,6690,42,Thu Oct 03 10:22:12 2015
4840085,"DRAFT Wait, How Many Fruits and Veggies Each Day?",public,82,20687,18,Fri Oct 04 12:22:13 2015
4840086,Kid-Friendly Bread Recipe,private,103,7293,27,Sat Oct 05 12:22:14 2015
4840087,Favorite Winter Comfort at Home?,public,80,20875,26,Sun Oct 06 12:22:15 2015
4840088,Does Style Change With Age?,private,49,2456,15,Mon Oct 07 12:22:16 2015
4840089,Why I Love My Special Needs Child,private,84,7911,22,Tue Oct 08 09:22:17 2015
4840090,You Are Beautiful,public,76,13163,15,Wed Oct 09 12:20:18 2015
4840091,DRAFT Stretches for People at the Computer All Day Long,private,53,10110,19,Thu Oct 10 10:22:19 2015
4840092,Celebrate November: Links Sweet Links,public,106,7872,7,Fri Oct 11 12:22:20 2015
4840093,What China Will Michelle Obama Choose?,private,91,11179,0,Sat Oct 12 12:22:21 2015
4840094,The Ultimate Bargain Finders,private,13,16043,0,Sun Oct 13 12:22:22 2015
4840095,INVENTORY Milestones: Is Your Baby on Schedule?,private,122,14437,32,Mon Oct 14 12:22:23 2015
4840096,"Obama Babies, McCain Palin Babies, Valentine's Babies, And You?",public,106,8789,25,Tue Oct 15 09:22:24 2015
4840097,"My Baby is a Girl, Thank You Very Much",private,136,20079,36,Wed Oct 16 12:20:25 2015
4840098,"City, Country, or Suburbs: Where Do You Live?",private,96,17606,42,Thu Oct 17 10:22:26 2015
4840099,You Be the Pollster!,public,148,7458,49,Fri Oct 18 12:22:27 2015
4840100,Show Off Your Home Here,public,27,20022,9,Sat Oct 19 12:22:28 2015
4840101,The ""Homework Battle"": Tween Years,private,65,8904,26,Sun Oct 20 12:22:29 2015
4840102,America's Next Top Model: Down to the Final Four,public,82,5047,29,Wed Oct 02 12:20:30 2015
4840103,Presidential Perks for Obama Kids,public,25,2165,9,Thu Oct 03 10:22:31 2015
4840104,Top 10 Posthumous Movie Roles,private,39,11218,12,Fri Oct 04 12:22:32 2015
4840105,Top 10 Posthumous Movie Roles,private,109,4385,35,Sat Oct 05 12:22:33 2015
4840106,A Great Gift for A New Mom (You!),public,6,18750,6,Sun Oct 06 12:22:34 2015
4840107,3 Ways to Walk Off Belly Fat,public,54,1554,30,Mon Oct 07 12:22:35 2015
4840108,A 106-Year-Old's Simple Secrets for Living Longer,private,103,1213,16,Tue Oct 08 09:22:36 2015
4840109,DRAFT When Your Jaw Pops,public,96,10840,21,Wed Oct 09 12:20:37 2015
4840110,Ugh. I Feel Fat!,public,144,15486,41,Thu Oct 10 11:23:38 2015
4840111,MONDAY 12-8 Children and Adults with Pet Allergies,private,59,7441,20,Fri Oct 11 13:23:39 2015
4840112,Andrea Jenkins of hula seventy: Show & Tell Home Tour,private,74,9797,18,Sat Oct 12 13:23:40 2015
4840113,Be Inspired: Bloesem Kids' Holiday Shopping Guide,private,119,18919,21,Sun Oct 13 13:23:41 2015
4840114,Collections,private,19,10192,3,Mon Oct 14 13:23:42 2015
4840115,Chuckles 2009: The Calendar for Every Dog Lover,private,26,4589,7,Tue Oct 15 10:23:43 2015
4840116,No News May Be Good News,public,22,10891,6,Wed Oct 16 13:21:44 2015
4840117,How to Make a Diaper Cake for Your Baby Shower,public,136,18765,27,Thu Oct 17 11:23:45 2015
4840118,Hypoallergenic Dogs for Obama's Kids,public,69,14388,32,Fri Oct 18 13:23:46 2015
4840119,Dress Your Family...in Festive Slumber Party Wear,private,116,17683,42,Sat Oct 19 13:23:47 2015
4840120,Can You Afford Organic Food?,public,86,4999,47,Sun Oct 20 13:23:48 2015
4840121,Must Read Book: A Dad's Journey to Help His Daughter,private,115,16980,48,Wed Oct 02 13:21:49 2015
4840122,Cutting the Apron Strings,private,76,17631,6,Thu Oct 03 11:23:50 2015
4840123,Antibiotics Are Being Overused,public,66,9927,46,Fri Oct 04 13:23:51 2015
4840124,What's Your Biggest Pregnancy Craving?,public,75,3052,32,Sat Oct 05 13:23:52 2015
4840125,Have a Clothing Swap Party!,public,48,20343,7,Sun Oct 06 13:23:53 2015
4840126,10th Grade Seniors: Should Kids Graduate HS Early?,private,100,17424,49,Mon Oct 07 13:23:54 2015
4840127,Expelled From Preschool?,private,60,18013,49,Tue Oct 08 10:23:55 2015
4840128,Healthy Food Choices for Kids,public,82,7915,7,Wed Oct 09 13:21:00 2015
4840129,Thanksgiving Side Dishes: Which One Are You?,public,90,5817,16,Thu Oct 10 11:23:01 2015
4840130,Tooth Tissues--New Product I Love,private,35,10578,0,Fri Oct 11 13:23:02 2015
4840131,Win a Fisher-Price Digital Camera!,public,130,1971,35,Sat Oct 12 13:23:03 2015
4840132,Jada Pinkett Smith vs. Gwyneth Paltrow,public,7,16119,4,Sun Oct 13 13:23:04 2015
4840133,Jennie Garth is Cooler Than 90210!,public,117,5198,34,Mon Oct 14 13:23:05 2015
4840134,Good Steals from Anthropologie,private,57,18086,30,Tue Oct 15 10:23:06 2015
4840135,Gwyneth Paltrow Knit This Adorable Baby Hat,public,15,16896,4,Wed Oct 16 13:21:07 2015
4840136,Obama Girls: Life at 1600 Pennslyvania Avenue,public,71,10997,36,Thu Oct 17 11:23:08 2015
4840137,"Thank You, Baby Mama Soldiers and Wives of Baby Daddy Soldiers (And Baby Daddy Soldiers Too!)",public,29,9923,16,Fri Oct 18 13:23:09 2015
4840138,Clone Wars and Hell Boy 2: Saving the World on DVD!,public,65,19617,22,Sat Oct 19 13:23:10 2015
4840139,MGM Will Post Full Movies on You Tube,public,104,2998,35,Sun Oct 20 13:23:11 2015
4840140,7 Ways to Celebrate Veterans Day!,public,120,2118,17,Wed Oct 02 13:21:12 2015
4840141,Pregnancy Symptoms: Urinary Incontinence (Fun!),private,38,4470,16,Thu Oct 03 11:23:13 2015
4840142,The Tudors: Jonathan Rhys-Meyers Makes History Hot!,public,149,11382,36,Fri Oct 04 13:23:14 2015
4840143,Good Things Come in Twos,private,86,10926,10,Sat Oct 05 13:23:15 2015
4840144,Thanksgiving Turkey: White or Dark Meat?,private,65,5598,13,Sun Oct 06 13:23:16 2015
4840145,How to Mix Prints,public,73,9598,33,Mon Oct 07 13:23:17 2015
4840146,A Dramatic Preemie Delivery (That Turned Out Fine),public,100,1399,2,Tue Oct 08 10:23:18 2015
4840147,Coming Home: A Soldier Recalls the Trip,public,141,20126,44,Wed Oct 09 13:21:19 2015
4840148,Tooth Fairy: How Much Cash Does She Leave?,private,12,18957,2,Thu Oct 10 11:23:20 2015
4840149,Testosterone Patch May Boost Women's Sex Drive,public,52,15023,19,Fri Oct 11 13:23:21 2015
4840150,The Organized Home -- It Is Possible With Toddlers,public,83,13423,37,Sat Oct 12 13:23:22 2015
4840151,Celebrating Veterans Day,public,93,2464,39,Sun Oct 13 13:23:23 2015
4840152,Giving Back to Vets on Veteran's Day,public,151,14045,36,Mon Oct 14 13:23:24 2015
4840153,DRAFT Cold Germs on My Remote 11-13,private,62,17178,37,Tue Oct 15 10:23:25 2015
4840154,More Twin Tales,private,55,9583,39,Wed Oct 16 13:21:26 2015
4840155,"Baby Bottles: Some Safe, BPA-Free Options",private,143,13743,38,Thu Oct 17 11:23:27 2015
4840156,What to Wear to Thanksgiving Dinner,private,163,16400,41,Fri Oct 18 13:23:28 2015
4840157,Angelina Jolie: Brad Pitt Destined to Have Children,private,68,5270,5,Sat Oct 19 13:23:29 2015
4840158,Yak Pak Bag Giveaway: Enter to Win!,private,61,2116,17,Sun Oct 20 13:23:30 2015
4840159,Southern-Style Sweet Potato Casserole,private,151,18598,30,Wed Oct 02 13:21:31 2015
4840160,"A Gorgeous Real-Life, Kid-Friendly Home",public,26,1125,6,Thu Oct 03 11:24:32 2015
4840161,Velveeta Queso and Velveeta Fudge,private,124,18262,37,Fri Oct 04 13:24:33 2015
4840162,Guy Fieri Cookbook Giveaway! Enter to Win!,public,42,6612,10,Sat Oct 05 13:24:34 2015
4840163,Celebrity Kids Celebrating the Big 2,private,53,4987,34,Sun Oct 06 13:24:35 2015
4840164,"Yo Gabba, Gimme a Break!",private,62,18787,33,Mon Oct 07 13:24:36 2015
4840165,The Soup on E! Rules! Lou the Chihuahua Drools!,private,88,18522,11,Tue Oct 08 10:24:37 2015
4840166,Seal's New CD Has SOUL!,private,142,18676,27,Wed Oct 09 13:22:38 2015
4840167,Wash Your Hands Before You Touch the Baby!,public,24,2664,14,Thu Oct 10 11:24:39 2015
4840168,Salma Hayek's Secret Addiction,private,129,2608,43,Fri Oct 11 13:24:40 2015
4840169,Best Detergent for Washing Your Baby's Clothes,public,75,3183,14,Sat Oct 12 13:24:41 2015
4840170,DRAFT Freezing Your Ovaries,public,135,8477,49,Sun Oct 13 13:24:42 2015
4840171,True Blood: Are You Sucked In?,public,78,14260,30,Mon Oct 14 13:24:43 2015
4840172,The Hills: Justin Bobby and Spencer are Jerks! Shocking?,private,57,5615,14,Tue Oct 15 10:24:44 2015
4840173,"Freeze Ovaries Now, Have Babies Later",private,29,11799,2,Wed Oct 16 13:22:45 2015
4840174,One-Pot Wednesdays: Meaty Spanish Rice,private,61,14724,6,Thu Oct 17 11:24:46 2015
4840175,The Dirt on Clean,private,28,20597,8,Fri Oct 18 13:24:47 2015
4840176,Use Google to Find The Flu Near You,private,136,16817,20,Sat Oct 19 13:24:48 2015
4840177,People Doing It for Obama: Did You Have Election Sex?,private,138,5139,40,Sun Oct 20 13:24:49 2015
4840178,Lesbian Moms in Connecticut Can Marry,private,64,12557,48,Wed Oct 02 13:22:50 2015
4840179,Nutrition Quiz: What's Your Food IQ?,public,31,15283,14,Thu Oct 03 11:24:51 2015
4840180,Home Repair with HGTV's Anthony Gilardi,private,164,14793,43,Fri Oct 04 13:24:52 2015
4840181,"Recent Celeb Baby Names: Archie, Enzo, and More",public,89,13231,46,Sat Oct 05 13:24:53 2015
4840182,Sex Drought: How Often Do You Have Sex?,private,130,5494,49,Sun Oct 06 13:24:54 2015
4840183,How Often Do You Have Sex?,public,110,3386,29,Mon Oct 07 13:24:55 2015
4840184,Another Reason to Eat Your Breakfast,private,140,9247,29,Tue Oct 08 10:24:00 2015
4840185,Toddlers Are Skipping the Dentist,private,58,5608,17,Wed Oct 09 13:22:01 2015
4840186,Control Top for Your Top Half,private,76,17122,20,Thu Oct 10 11:24:02 2015
4840187,Hospital Bag Essentials,public,25,19841,1,Fri Oct 11 13:24:03 2015
4840188,DRAFT Skin Cancer or Dry Skin?,public,111,2672,12,Sat Oct 12 13:24:04 2015
4840189,Design Deals: Modern Elephant Tray,public,87,9473,3,Sun Oct 13 13:24:05 2015
4840190,Day Care Dropouts as Hard Times Hit,private,66,16019,40,Mon Oct 14 13:24:06 2015
4840191,Even Small Amounts of Caffeine May Contribute to Low Birth Weight,public,62,14176,25,Tue Oct 15 10:24:07 2015
4840192,Meet the Funky Mamas of Toddlers,public,88,19885,1,Wed Oct 16 13:22:08 2015
4840193,School Bake Sales Banned in California,private,70,5051,41,Thu Oct 17 11:24:09 2015
4840194,Cranberry Sauce: Take It or Leave It?,public,139,20297,24,Fri Oct 18 13:24:10 2015
4840195,Pilgrim Hat Cookies for Thanksgiving,public,129,17136,34,Sat Oct 19 13:24:11 2015
4840196,Share Your Collection,private,51,9939,32,Sun Oct 20 13:24:12 2015
4840197,Accessories Under $20,public,58,5978,25,Wed Oct 02 13:22:13 2015
4840198,How to Make Healthy Choices When Eating Out,private,158,4113,41,Thu Oct 03 11:24:14 2015
4840199,Kelly Ripa's Survival Strategies,public,93,3859,16,Fri Oct 04 13:24:15 2015
4840200,Save a Baby with Alicia Keys Tonight,private,64,18113,41,Sat Oct 05 13:24:16 2015
4840201,New Baby at Home and Nervous?,public,107,7376,24,Sun Oct 06 13:24:17 2015
4840202,Still Trying to Lose that Baby Weight?,public,136,6011,42,Mon Oct 07 13:24:18 2015
4840203,Coping With ADHD,private,78,18570,32,Tue Oct 08 10:24:19 2015
4840204,Pug Bowling! I Dare You Not to Laugh!,public,59,2982,1,Wed Oct 09 13:22:20 2015
4840205,Would You Let Your Daughter's BF Sleep at Your House?,private,26,17543,11,Thu Oct 10 11:24:21 2015
4840206,Presidential Dogwatch 2009,private,143,11593,46,Fri Oct 11 13:24:22 2015
4840207,Gestational Diabetes Can Double the Risk of Language Delays,private,73,2465,30,Sat Oct 12 13:24:23 2015
4840208,Girls & Gun Violence: Shooting at Florida HS,private,79,20972,35,Sun Oct 13 13:24:24 2015
4840209,More Bad News About Belly Fat,private,117,10275,49,Mon Oct 14 13:24:25 2015
4840210,Did You Watch the Top Chef Premiere?,public,43,4921,13,Tue Oct 15 11:25:26 2015
4840211,Preparing for Baby: A Book to Help Get You Organized,public,5,3770,0,Wed Oct 16 14:23:27 2015
4840212,Organizing Kids Artwork: A Lesson in Recycling?,public,89,6565,35,Thu Oct 17 12:25:28 2015
4840213,Which Motherhood Fantasy Would You Choose?,public,131,4179,20,Fri Oct 18 14:25:29 2015
4840214,Where to Find Nursing Bras and Nursing Pads,public,119,13385,26,Sat Oct 19 14:25:30 2015
4840215,Haircuts: Do You DIY?,public,189,5234,48,Sun Oct 20 14:25:31 2015
4840216,How to Keep Cupcakes From Crushing,private,19,17061,12,Wed Oct 02 14:23:32 2015
4840217,Custom Doormat: Easy Handmade Holiday Gifts,private,95,10249,47,Thu Oct 03 12:25:33 2015
4840218,"Women Spending Time with Computers, Not Husbands",public,45,19294,18,Fri Oct 04 14:25:34 2015
4840219,Stay Well This Winter,public,114,6862,31,Sat Oct 05 14:25:35 2015
4840220,Recall: Mylicon Gas Relief Dye Free Drops,public,60,15432,26,Sun Oct 06 14:25:36 2015
4840221,Cooking Thanksgiving Dinner for the First Time?,public,63,8216,3,Mon Oct 07 14:25:37 2015
4840222,The Vitamins Dr. Weil Takes,private,74,3030,13,Tue Oct 08 11:25:38 2015
4840223,Happy Weekend,private,133,11983,37,Wed Oct 09 14:23:39 2015
4840224,The REAL Talk About the Birds and the Bees,public,150,20479,36,Thu Oct 10 12:25:40 2015
4840225,Jennifer Garner and Jennifer Love Hewitt are Celebrity Blogger Favorites!,public,92,1051,36,Fri Oct 11 14:25:41 2015
4840226,Star Power: Celestial Accessories Are Out of Sight,private,140,2516,28,Sat Oct 12 14:25:42 2015
4840227,Paul Rudd to Host Saturday Night Live!,private,76,3216,5,Sun Oct 13 14:25:43 2015
4840228,Disney Teen Queen Ponders Playboy! Cheetah Girl Gone Wild?,public,54,9942,39,Mon Oct 14 14:25:44 2015
4840229,Grandmother Gives Birth to Triplet Grandbabies,private,80,12410,1,Tue Oct 15 11:25:45 2015
4840230,"Heroes: Villains, Villains Everywhere!",private,92,12549,42,Wed Oct 16 14:23:46 2015
4840231,Reuse Ideas,private,112,6173,36,Thu Oct 17 12:25:47 2015
4840232,Weekend DIY: Lena Corwin's Stenciled Dresser,public,109,16960,21,Fri Oct 18 14:25:48 2015
4840233,Mid-November: Links Sweet Links,public,58,7203,30,Sat Oct 19 14:25:49 2015
4840234,Play the Decor Inspiration Game,public,78,6168,19,Sun Oct 20 14:25:50 2015
4840235,Dads & Daughters: Inspiring New Book,public,146,16314,44,Wed Oct 02 14:23:51 2015
4840236,Honor Roll Kids: Woo Hoo!,public,116,3854,39,Thu Oct 03 12:25:52 2015
4840237,Move It On Monday,private,22,5933,19,Fri Oct 04 14:25:53 2015
4840238,Does Becoming a Mommy Mean Giving Up Your Firstborn?,public,104,14741,38,Sat Oct 05 14:25:54 2015
4840239,Does Your DH Wreck Your Diet?,public,55,16089,3,Sun Oct 06 14:25:55 2015
4840240,"At Elite Preschools, It's Toddler vs. Toddler",private,64,17750,20,Mon Oct 07 14:25:00 2015
4840241,Do You Take Advantage of Your Local  Library?,public,111,10408,43,Tue Oct 08 11:25:01 2015
4840242,Weekend Brunch: Egg Sausage Strata,public,58,10524,11,Wed Oct 09 14:23:02 2015
4840243,Have You Been Eating More Fast Food?,private,158,1910,44,Thu Oct 10 12:25:03 2015
4840244,Weekend Scents: What Fragrance Are You?,public,41,1117,15,Fri Oct 11 14:25:04 2015
4840245,How to Tell a Bad Egg,public,44,15265,3,Sat Oct 12 14:25:05 2015
4840246,Friday Freebies!,public,114,16723,38,Sun Oct 13 14:25:06 2015
4840247,The ""Pregnant Man"" Is Pregnant Again,private,107,4579,7,Mon Oct 14 14:25:07 2015
4840248,Vitamin D Recipes,private,72,5764,42,Tue Oct 15 11:25:08 2015
4840249,Tone Your Arms in 10 Minutes This Tuesday,public,99,15892,46,Wed Oct 16 14:23:09 2015
4840250,What Room Do You Want to Redo Most? (evergreen poll),public,81,17866,39,Thu Oct 17 12:25:10 2015
4840251,National Clean Out Your Fridge Day,private,83,2267,27,Fri Oct 18 14:25:11 2015
4840252,Toddler Talk Catch-Up,public,71,12815,28,Sat Oct 19 14:25:12 2015
4840253,Trader Joe's: What's Your Favorite Product?,public,110,10315,35,Sun Oct 20 14:25:13 2015
4840254,Home Births on the Rise in New York City,public,68,4836,40,Wed Oct 02 14:23:14 2015
4840255,DailyBuzz: Weekly Wrap-Up,public,173,6031,46,Thu Oct 03 12:25:15 2015
4840256,Holiday Drinks for the Season,private,43,3185,18,Fri Oct 04 14:25:16 2015
4840257,"Buy a T-Shirt, Donate a Book",public,116,8072,43,Sat Oct 05 14:25:17 2015
4840258,Talking Parrot Saves Toddler,public,42,12165,27,Sun Oct 06 14:25:18 2015
4840259,Giveaway: Bounce & Spin Pony,private,25,17071,1,Mon Oct 07 14:25:19 2015
4840260,Mad about Mad Men? CafeMom Group Featured on AMC!,public,99,5355,13,Tue Oct 08 11:26:20 2015
4840261,Crash: Dennis Hopper Still Rocks!,private,83,12530,28,Wed Oct 09 14:24:21 2015
4840262,Honor Roll Kids,private,98,3043,45,Thu Oct 10 12:26:22 2015
4840263,Eyeshadow Tricks & Tips,private,73,9613,10,Fri Oct 11 14:26:23 2015
4840264,Elmo on Your iPod: Sesame Street Goes High Tech!,public,101,9946,29,Sat Oct 12 14:26:24 2015
4840265,Team Aniston or Team Jolie?,public,45,20448,27,Sun Oct 13 14:26:25 2015
4840266,Mom Jeans: Let's Give Them a New (Cool) Meaning!,public,75,13453,43,Mon Oct 14 14:26:26 2015
4840267,Informercials: What Have You Bought?,private,107,9470,16,Tue Oct 15 11:26:27 2015
4840268,Weekend Entertainment Round-Up,public,38,16562,26,Wed Oct 16 14:24:28 2015
4840269,Thinking About Adopting or Giving Your Baby Up?,private,68,11306,30,Thu Oct 17 12:26:29 2015
4840270,Weird Web Sites: Share a Laugh!,public,137,19526,46,Fri Oct 18 14:26:30 2015
4840271,Sharing: Why Toddlers Are Way Too Young to Do It,public,89,16212,4,Sat Oct 19 14:26:31 2015
4840272,Girl's Room Showdown: Which One Do You Like?,public,33,18379,31,Sun Oct 20 14:26:32 2015
4840273,At-Home Hair Color: What's Your Favorite Brand?,private,106,13225,15,Wed Oct 02 14:24:33 2015
4840274,For All Moms,private,146,20653,39,Thu Oct 03 12:26:34 2015
4840275,Creative Holiday Card Ideas,private,75,15746,10,Fri Oct 04 14:26:35 2015
4840276,Secrets of a New Mom,private,146,7536,33,Sat Oct 05 14:26:36 2015
4840277,Traveling with Baby Made Easier,private,102,17667,32,Sun Oct 06 14:26:37 2015
4840278,Which Way do You Sling?,public,86,19422,13,Mon Oct 07 14:26:38 2015
4840279,Is it Mean to Have an Only Child?,private,117,13139,26,Tue Oct 08 11:26:39 2015
4840280,Your Home Sweet Home Here,private,20,20854,0,Wed Oct 09 14:24:40 2015
4840281,5 Days of Thanksgiving Home: Placemaking,private,93,13891,8,Thu Oct 10 12:26:41 2015
4840282,You Will Hear & Feel Loud New Ambulance Siren,public,89,2625,34,Fri Oct 11 14:26:42 2015
4840283,Zac Efron versus Robert Pattinson: Who is Hotter?,public,40,15238,11,Sat Oct 12 14:26:43 2015
4840284,When to Start Trying Again After a Miscarriage,private,75,14938,0,Sun Oct 13 14:26:44 2015
4840285,Undercooked Turkey and Other Thanksgiving Disasters,private,131,10014,46,Mon Oct 14 14:26:45 2015
4840286,Jon Gosselin: Ask Jon and Kate Plus 8 Star a Question!,private,48,15477,3,Tue Oct 15 11:26:46 2015
4840287,Low-Income Parents Feel Ignored by Kids' Schools,private,62,15342,16,Wed Oct 16 14:24:47 2015
4840288,"Little People, Big World: Are You a Fan?",public,29,14339,3,Thu Oct 17 12:26:48 2015
4840289,Is 12 Years Old Too Young to Have a Girlfriend?,public,79,10882,10,Fri Oct 18 14:26:49 2015
4840290,Deb Mazar: HBO's Entourage Star is a Mom on a Mission,public,54,3888,39,Sat Oct 19 14:26:50 2015
4840291,20 Drinks That Totally Wreck Your Diet,public,166,3426,47,Sun Oct 20 14:26:51 2015
4840292,Cute Cupcake Holders Brighten Up Any Party,private,36,10810,4,Wed Oct 02 14:24:52 2015
4840293,DRAFT Entourage Sleep Tips 11-19,private,33,15639,12,Thu Oct 03 12:26:53 2015
4840294,Be Inspired: One Mom's Photos of Home,public,161,12876,48,Fri Oct 04 14:26:54 2015
4840295,Organic Food: Can Your Pockets Handle It?,public,59,14724,48,Sat Oct 05 14:26:55 2015
4840296,Celebrity Links: Cure for a Case of the Mondays,private,41,8568,15,Sun Oct 06 14:26:00 2015
4840297,Saving $$ for Your Kids -- Impossible or Not?,public,109,18404,49,Mon Oct 07 14:26:01 2015
4840298,An Illegal Home Birth: One Mom's Story,private,91,18728,38,Tue Oct 08 11:26:02 2015
4840299,"The Kids Are Away, So Why Can't I Play?",public,142,15486,33,Wed Oct 09 14:24:03 2015
4840300,Bookshelf Decor: November Design Challenge,private,34,5114,12,Thu Oct 10 12:26:04 2015
4840301,Meet the Moms Who Have or Had a High-Risk Pregnancy,public,29,3773,20,Fri Oct 11 14:26:05 2015
4840302,Frizz: Living Proof Has the Cure?,public,140,19596,48,Sat Oct 12 14:26:06 2015
4840303,Are You Finished Having Kids?,public,169,20087,49,Sun Oct 13 14:26:07 2015
4840304,Kids Who Hate Bedtime,private,92,2886,42,Mon Oct 14 14:26:08 2015
4840305,Tyra Banks vs. Oprah Winfrey,private,103,11638,48,Tue Oct 15 11:26:09 2015
4840306,Designers for Less: Target's Newest Must-Haves,public,85,15342,13,Wed Oct 16 14:24:10 2015
4840307,Baby Mamas vs. Motrin: Baby Mamas Win!,public,82,10103,37,Thu Oct 17 12:26:11 2015
4840308,The Buzz on Babywearing,private,132,19850,41,Fri Oct 18 14:26:12 2015
4840309,Easy DIY Thanksgiving Centerpieces alá Nature,public,91,1093,16,Sat Oct 19 14:26:13 2015
4840310,Win this Gorgeous Silk Baby Carrier!,public,23,19371,15,Sun Oct 20 15:27:14 2015
4840311,Win a Free Baby Sling!,private,69,19356,34,Wed Oct 02 15:25:15 2015
4840312,"This Winter, Save Money at Home",public,102,10853,8,Thu Oct 03 13:27:16 2015
4840313,Baby Got a Fever?,private,116,5756,49,Fri Oct 04 15:27:17 2015
4840314,worst working mom moments,private,59,20181,16,Sat Oct 05 15:27:18 2015
4840315,Breakfast in Class?,private,94,4043,43,Sun Oct 06 15:27:19 2015
4840316,Safer Holiday Toys,private,110,2947,38,Mon Oct 07 15:27:20 2015
4840317,Entourage Mom Debi Mazar Speaks About Insomnia,public,22,18943,8,Tue Oct 08 12:27:21 2015
4840318,"Weekly Pregnancy Calendar: Week 7, Countdown to Baby",private,73,20674,30,Wed Oct 09 15:25:22 2015
4840319,Win ""Swell"" Baby Gear!,private,102,12880,25,Thu Oct 10 13:27:23 2015
4840320,Win a Jeep® Trek Easy-Travel Playard!,private,138,1293,40,Fri Oct 11 15:27:24 2015
4840321,From Wild to Child: Book for Moms Who Color Outside the Lines,public,48,19573,31,Sat Oct 12 15:27:25 2015
4840322,Weelicious: Thanksgiving for Kids,private,164,1829,36,Sun Oct 13 15:27:26 2015
4840323,True Blood: Get a Bite Soon!,public,29,6678,10,Mon Oct 14 15:27:27 2015
4840324,Idiot's Guides,public,17,15034,2,Tue Oct 15 12:27:28 2015
4840325,Baby Monitors: A Must-Have or No?,public,58,2905,18,Wed Oct 16 15:25:29 2015
4840326,Jimmy Kimmel's Cereal Experiment,private,31,2134,16,Thu Oct 17 13:27:30 2015
4840327,How To Wear a Belt,public,30,12004,21,Fri Oct 18 15:27:31 2015
4840328,DIY Thanksgiving Centerpieces Made From Food,public,46,9763,15,Sat Oct 19 15:27:32 2015
4840329,Brush Your Teeth to Live Longer,public,102,5121,28,Sun Oct 20 15:27:33 2015
4840330,Lean Cuisine Chicken Recalled,private,139,3527,32,Wed Oct 02 15:25:34 2015
4840331,Cute Dog (Bed) Alert,public,95,20623,10,Thu Oct 03 13:27:35 2015
4840332,Get Your Game On: Nintendo Games and Gear Moms Love!,public,75,12810,14,Fri Oct 04 15:27:36 2015
4840333,The Healthiest City: Burlington Vermont,public,37,19960,16,Sat Oct 05 15:27:37 2015
4840334,DRAFT Fuzzy Brain,private,124,12360,20,Sun Oct 06 15:27:38 2015
4840335,Nail File: The Shape of Your Manicure,private,31,10515,10,Mon Oct 07 15:27:39 2015
4840336,Toddler Fight Caught on,public,143,15255,43,Tue Oct 08 12:27:40 2015
4840337,Where are the Male Teachers?,public,88,18058,48,Wed Oct 09 15:25:41 2015
4840338,Teen Pregnancy Poll,public,128,3879,41,Thu Oct 10 13:27:42 2015
4840339,What to Wear to a Winter Wedding,public,93,9600,45,Fri Oct 11 15:27:43 2015
4840340,Beyonce' and Sasha Fierce: Artistic or Weird?,public,111,8870,33,Sat Oct 12 15:27:44 2015
4840341,Want Your Baby to Model?,private,55,6109,16,Sun Oct 13 15:27:45 2015
4840342,How Many Toys Does Your Baby Have?,private,184,10403,49,Mon Oct 14 15:27:46 2015
4840343,Chick Flicks: Movies That Make Us Cry!,public,117,18165,43,Tue Oct 15 12:27:47 2015
4840344,Twilight Movie: What's All the Excitement About?,private,16,13491,16,Wed Oct 16 15:25:48 2015
4840345,"Wow, That's a Hairy Baby!",private,110,10567,33,Thu Oct 17 13:27:49 2015
4840346,Easy DIY Thanksgiving Place Cards alá Nature,private,81,16294,6,Fri Oct 18 15:27:50 2015
4840347,Assisted Reproduction Linked to Birth Defects,private,123,7852,44,Sat Oct 19 15:27:51 2015
4840348,One-Pot Wednesdays: Chili,public,141,9705,48,Sun Oct 20 15:27:52 2015
4840349,Fashion Rules Celebrities Break...& You Can Too!,public,71,8152,20,Wed Oct 02 15:25:53 2015
4840350,Design Deals: Modern Doilies,private,76,11917,39,Thu Oct 03 13:27:54 2015
4840351,How to Have a Kids Cookie-Decorating Party,public,119,15186,29,Fri Oct 04 15:27:55 2015
4840352,Manscaping: Does Your Guy Tidy Up Downstairs?,public,77,10262,6,Sat Oct 05 15:27:00 2015
4840353,Home Alone: When is the Right Age?,public,70,8244,34,Sun Oct 06 15:27:01 2015
4840354,Want Mess-Free Meals? Try This Cool Eating Apron,public,108,9396,42,Mon Oct 07 15:27:02 2015
4840355,How to Tell If It's Cold or Flu,private,79,16630,45,Tue Oct 08 12:27:03 2015
4840356,INVENTORY: Kiddie Yoga,private,76,1010,45,Wed Oct 09 15:25:04 2015
4840357,Special Movie Dates for Kids with Autism,private,48,7234,2,Thu Oct 10 13:27:05 2015
4840358,How Much Weight Should You Gain During Pregnancy?,private,87,15549,5,Fri Oct 11 15:27:06 2015
4840359,Holiday Money-Saving Tips,public,102,4538,40,Sat Oct 12 15:27:07 2015
4840360,What Time is the Best Tween Bedtime?,private,17,6040,16,Sun Oct 13 15:28:08 2015
4840361,A Vegetarian Thanksgiving,public,29,5486,3,Mon Oct 14 15:28:09 2015
